address,amount,blockNumber,data,feeCurrency,fromAddressHash,gasPrice,gasUsed,gatewayFee,gatewayFeeRecipient,logIndex,timeStamp,toAddressHash,topics,transactionHash,transactionIndex
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,33,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000024']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,34,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000025']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,35,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000026']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,36,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000027']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,37,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000028']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,38,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000029']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,39,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000002a']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,3A,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000002b']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,3B,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000002c']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,3C,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000002d']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,3D,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000002e']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,3E,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000002f']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,3F,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000030']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,40,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000031']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,41,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000032']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,42,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000033']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,43,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000034']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,44,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000035']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,45,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000036']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,46,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000037']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,47,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000038']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,48,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000039']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,49,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000003a']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,4A,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000003b']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,4B,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000003c']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,4C,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000003d']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,4D,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000003e']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,4E,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x000000000000000000000000000000000000000000000000000000000000003f']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,4F,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000040']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,50,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000041']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,51,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000042']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,52,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000043']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,53,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000044']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941265,0x,,0x0000000000000000000000000000000000000000,1DCD6500,AADE21,0,,54,6184DCFA,0xb5901482d09a34710ae006b99b5378d77b529422,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x000000000000000000000000b5901482d09a34710ae006b99b5378d77b529422', '0x0000000000000000000000000000000000000000000000000000000000000045']",0x42a511c2168dc80ef0b6e5bb0deb1808fba8409a0963f73e74cf8da68f37f6d5,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941472,0x,,0x0000000000000000000000000000000000000000,1DCD6500,1BE93,0,,33,6184E73B,0x02b094f8895a3785c98cb53cb1ea64818313d15c,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x00000000000000000000000002b094f8895a3785c98cb53cb1ea64818313d15c', '0x0000000000000000000000000000000000000000000000000000000000000046']",0x5533ed4ce069e4657919ddeae411d5c59a20373602dad3011bb062597566c5ed,4
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941DDA,0x,,0x0000000000000000000000000000000000000000,1DCD6500,1CEFB,0,,43,61851643,0x02b094f8895a3785c98cb53cb1ea64818313d15c,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x00000000000000000000000002b094f8895a3785c98cb53cb1ea64818313d15c', '0x0000000000000000000000000000000000000000000000000000000000000047']",0x8e4ef4f29b0a9e57eaa94d28dfa6a186f17ef11ae34aafaf36146d3b8ab55a28,7
0x179513e0fa9b5ad964405b01194105a2d8e0c2df,,941DE4,0x,,0x0000000000000000000000000000000000000000,1DCD6500,1CEFB,0,,40,61851675,0x02b094f8895a3785c98cb53cb1ea64818313d15c,"['0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef', '0x0000000000000000000000000000000000000000000000000000000000000000', '0x00000000000000000000000002b094f8895a3785c98cb53cb1ea64818313d15c', '0x0000000000000000000000000000000000000000000000000000000000000048']",0x1de940468b9d1e7ce761b0f2533d14799087d55e7e38dc52a405c75007832088,6
